gold_file;pred_file;pred_id;subjects;em;f1;recall;precision;iteration;tokens_in;tokens_out;elapsed_time;model;sparql_parsing_error;sparql_not_found;state_success;state_fail;state_init;state_unknown
medium-size-companies-from-china.json;medium-size-companies-from-china-llama-v3p3-70b-instruct-state-fail-9-67d475f7.json;67d475f7;three triple patterns, geo;0;0;0,0;0;9;231152;3146;38964;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
city-tsmc-has-its-headquarter-in.json;city-tsmc-has-its-headquarter-in-llama-v3p3-70b-instruct-state-fail-8-67d473f4.json;67d473f4;two triple patterns, geo;0;0;0,0;0;8;32898;936;29586;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
idms.json;idms-llama-v3p3-70b-instruct-state-success-6-67d4776b.json;67d4776b;one triple pattern;1;1,0;1,0;1,0;6;29431;649;21463;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
net-profit-of-companies-in-2022.json;net-profit-of-companies-in-2022-llama-v3p3-70b-instruct-state-success-8-67d47532.json;67d47532;three triple patterns, keyfigure;1;1,0;1,0;1,0;8;63334;1247;26243;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
companies-with-ceos-with-publications.json;companies-with-ceos-with-publications-llama-v3p3-70b-instruct-state-success-10-67d47239.json;67d47239;four triple patterns, member;0;0;0,0;0,0;10;260607;1536;41611;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
company-that-pat-gelsinger-is-or-was-ceo-of.json;company-that-pat-gelsinger-is-or-was-ceo-of-llama-v3p3-70b-instruct-state-success-5-67d47620.json;67d47620;three triple patterns;0;0;0,0;0,0;5;12079;608;13048;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
operating-income-of-companies-in-2021-given-in-new-taiwan-dollar.json;operating-income-of-companies-in-2021-given-in-new-taiwan-dollar-llama-v3p3-70b-instruct-state-fail-8-67d47826.json;67d47826;four triple patterns, keyfigure;0;0;0,0;0;8;144983;2251;43704;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
publications-of-pat-gelsinger-in-2005.json;publications-of-pat-gelsinger-in-2005-llama-v3p3-70b-instruct-state-fail-7-67d4737f.json;67d4737f;two triple patterns;0,0;0,0;0,0;0,0;7;22594;958;18018;accounts/fireworks/models/llama-v3p3-70b-instruct;True;False;0;1;0;0
german-companies.json;german-companies-llama-v3p3-70b-instruct-state-success-11-67d472b8.json;67d472b8;two triple patterns, geo;0;0;0,0;0;11;120806;2482;26795;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
chip-fabs-of-very-large-foundry-companies.json;chip-fabs-of-very-large-foundry-companies-llama-v3p3-70b-instruct-state-success-8-67d47286.json;67d47286;four triple patterns;0;0,7777777777777778;0,6363636363636364;1,0;8;58113;1295;17444;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
fabless-suppliers-of-tsmc.json;fabless-suppliers-of-tsmc-llama-v3p3-70b-instruct-state-fail-8-67d47267.json;67d47267;three triple patterns, supply;0;0;0,0;0;8;70339;1069;28341;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
total-revenue-of-companies-offering-foundry-services.json;total-revenue-of-companies-offering-foundry-services-llama-v3p3-70b-instruct-state-success-5-67d474e2.json;67d474e2;three triple patterns, keyfigure;0;0;0,0;0,0;5;45487;659;22405;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
german-companies-offering-design-services.json;german-companies-offering-design-services-llama-v3p3-70b-instruct-state-fail-8-67d473d3.json;67d473d3;three triple patterns, geo;0;0;0,0;0;8;98327;1392;30628;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
ceos-of-very-large-companies.json;ceos-of-very-large-companies-llama-v3p3-70b-instruct-state-success-4-67d47437.json;67d47437;four triple patterns, member;0;0,991869918699187;0,9838709677419355;1,0;4;64941;595;15752;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
operating-income-of-companies-in-2021.json;operating-income-of-companies-in-2021-llama-v3p3-70b-instruct-state-fail-7-67d472d5.json;67d472d5;three triple patterns, keyfigure;0;0;0,0;0;7;51017;993;14634;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
medium-size-customers-of-large-companies.json;medium-size-customers-of-large-companies-llama-v3p3-70b-instruct-state-success-4-67d476ce.json;67d476ce;four triple patterns, supply;1;1,0;1,0;1,0;4;23130;562;12654;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
assembly-test-sites-of-companies.json;assembly-test-sites-of-companies-llama-v3p3-70b-instruct-state-success-4-67d47460.json;67d47460;two triple patterns;0;0,4679245283018868;1,0;0,3054187192118227;4;10974;514;9110;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
intel-s-capex.json;intel-s-capex-llama-v3p3-70b-instruct-state-fail-7-67d47550.json;67d47550;two triple patterns, keyfigure;0;0;0,0;0;7;88172;1093;21216;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
fabless-companies.json;fabless-companies-llama-v3p3-70b-instruct-state-success-4-67d47756.json;67d47756;one triple pattern;1;1,0;1,0;1,0;4;35763;389;18548;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
small-companies.json;small-companies-llama-v3p3-70b-instruct-state-success-4-67d478c8.json;67d478c8;one triple pattern;1;1,0;1,0;1,0;4;23786;349;10345;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
capex-of-companies-in-2022-given-in-us-dollar.json;capex-of-companies-in-2022-given-in-us-dollar-llama-v3p3-70b-instruct-state-success-5-67d4741a.json;67d4741a;four triple patterns, keyfigure;0;0;0,0;0,0;5;16887;758;23902;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
number-of-employees-of-very-large-companies.json;number-of-employees-of-very-large-companies-llama-v3p3-70b-instruct-state-fail-6-67d47886.json;67d47886;three triple patterns, keyfigure;0;0;0,0;0;6;26068;811;28001;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
chip-fabs-of-very-large-companies.json;chip-fabs-of-very-large-companies-llama-v3p3-70b-instruct-state-success-7-67d475bb.json;67d475bb;three triple patterns;0;0,4736842105263158;1,0;0,3103448275862069;7;156829;1145;41576;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
services-of-samsung.json;services-of-samsung-llama-v3p3-70b-instruct-state-success-7-67d47646.json;67d47646;one triple pattern;0;0;0,0;0,0;7;109666;1103;34797;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
services-offered-by-german-companies.json;services-offered-by-german-companies-llama-v3p3-70b-instruct-state-fail-7-67d477af.json;67d477af;three triple patterns, geo;0;0;0,0;0;7;26711;1052;20786;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
ceos-with-publications.json;ceos-with-publications-llama-v3p3-70b-instruct-state-success-4-67d476dd.json;67d476dd;three triple patterns, member;1;1,0;1,0;1,0;4;50830;361;14521;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
suppliers-of-tsmc-that-offer-design-services.json;suppliers-of-tsmc-that-offer-design-services-llama-v3p3-70b-instruct-state-fail-7-67d4762f.json;67d4762f;three triple patterns, supply;0;0;0,0;0;7;36892;1174;19818;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
taiwanese-companies-that-supply-intel.json;taiwanese-companies-that-supply-intel-llama-v3p3-70b-instruct-state-fail-6-67d47811.json;67d47811;four triple patterns, supply, geo;0;0;0,0;0;6;95694;905;18843;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
company-type-of-asml.json;company-type-of-asml-llama-v3p3-70b-instruct-state-success-5-67d47396.json;67d47396;one triple pattern;0;0;0,0;0,0;5;24383;569;18745;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
size-of-siltronic.json;size-of-siltronic-llama-v3p3-70b-instruct-state-success-6-67d47356.json;67d47356;one triple pattern;1;1,0;1,0;1,0;6;19242;657;23943;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
assembly-test-sites-of-intel.json;assembly-test-sites-of-intel-llama-v3p3-70b-instruct-state-success-4-67d4749d.json;67d4749d;two triple patterns;0;0,4285714285714285;0,75;0,3;4;62798;549;17456;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
types-of-sites.json;types-of-sites-llama-v3p3-70b-instruct-state-success-5-67d47690.json;67d47690;one triple pattern;0;0,00980392156862745;1,0;0,0049261083743842365;5;13847;626;11836;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
potential-services-of-companies.json;potential-services-of-companies-llama-v3p3-70b-instruct-state-success-5-67d47342.json;67d47342;one triple pattern;0;0,03225806451612903;1,0;0,01639344262295082;5;13493;612;16964;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
idms-with-sites-in-nuremberg.json;idms-with-sites-in-nuremberg-llama-v3p3-70b-instruct-state-success-7-67d4751a.json;67d4751a;three triple patterns, geo;1;1,0;1,0;1,0;7;21622;1196;20836;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
fabless-customers-of-tsmc.json;fabless-customers-of-tsmc-llama-v3p3-70b-instruct-state-success-9-67d47733.json;67d47733;three triple patterns, supply;0;0;0,0;0;9;89098;1214;15677;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceo-publications-in-2005.json;ceo-publications-in-2005-llama-v3p3-70b-instruct-state-fail-7-67d478d5.json;67d478d5;four triple patterns, member;0;0;0,0;0;7;130634;1950;40672;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
customers-of-asml.json;customers-of-asml-llama-v3p3-70b-instruct-state-success-4-67d47370.json;67d47370;two triple patterns, supply;1;1,0;1,0;1,0;4;15046;556;12568;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
cities-that-intel-has-sites-in.json;cities-that-intel-has-sites-in-llama-v3p3-70b-instruct-state-success-5-67d474ca.json;67d474ca;two triple patterns, geo;1;1,0;1,0;1,0;5;54022;638;19685;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
assembly-test-sites.json;assembly-test-sites-llama-v3p3-70b-instruct-state-success-5-67d473ab.json;67d473ab;one triple pattern;1;1,0;1,0;1,0;5;34407;521;23571;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
suppliers-of-siltronic.json;suppliers-of-siltronic-llama-v3p3-70b-instruct-state-success-5-67d47856.json;67d47856;two triple patterns, supply;0;0;0,0;0,0;5;14062;709;16505;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
companies-from-nuremberg.json;companies-from-nuremberg-llama-v3p3-70b-instruct-state-success-4-67d47807.json;67d47807;two triple patterns, geo;1;1,0;1,0;1,0;4;8287;519;8814;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
publications-of-pat-gelsinger.json;publications-of-pat-gelsinger-llama-v3p3-70b-instruct-state-success-4-67d473c6.json;67d473c6;one triple pattern;1;1,0;1,0;1,0;4;8128;420;11653;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
bavarian-organisations.json;bavarian-organisations-llama-v3p3-70b-instruct-state-fail-7-67d47747.json;67d47747;three triple patterns, geo;0;0;0,0;0;7;23195;1019;12848;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
total-equity-of-foundry-companies.json;total-equity-of-foundry-companies-llama-v3p3-70b-instruct-state-success-8-67d476fb.json;67d476fb;three triple patterns, keyfigure;0;0;0,0;0;8;57414;1857;32220;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
large-equipment-suppliers-of-tsmc.json;large-equipment-suppliers-of-tsmc-llama-v3p3-70b-instruct-state-success-6-67d4732c.json;67d4732c;four triple patterns, supply;0;0;0,0;0;6;24841;914;17286;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
intel-s-net-profit.json;intel-s-net-profit-llama-v3p3-70b-instruct-state-success-9-67d47568.json;67d47568;two triple patterns, keyfigure;0;0;0,0;0;9;121490;1153;47149;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
countries-where-intel-has-sites.json;countries-where-intel-has-sites-llama-v3p3-70b-instruct-state-success-6-67d472fc.json;67d472fc;three triple patterns, geo;1;1,0;1,0;1,0;6;211948;1639;42132;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
ceos-of-idms.json;ceos-of-idms-llama-v3p3-70b-instruct-state-success-4-67d47783.json;67d47783;four triple patterns, member;0;0;0,0;0,0;4;79013;560;14006;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;1;0;0;0
total-equity-of-companies-given-in-new-taiwan-dollar.json;total-equity-of-companies-given-in-new-taiwan-dollar-llama-v3p3-70b-instruct-state-fail-7-67d474fb.json;67d474fb;three triple patterns, keyfigure;0;0;0,0;0;7;118173;1398;27356;accounts/fireworks/models/llama-v3p3-70b-instruct;False;False;0;1;0;0
